"Link Title","Message","Time Posted (PST)","# Likes","# Shares","Has Question?","Update Type","Link URL","Post URL"
"[Photo]","Have you participated or dreamed of setting a world record? Take a look at some of the incredible attempts and wins from Guinness World Records: http://on.cnn.com/16niz7c","2013-05-28 14:00:01",5571,714,"Yes","photo","http://www.facebook.com/photo.php?fbid=10151674712611509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151674901786509"
"Arrests made in $6 billion cyber money-laundering case","A global online cash transfer business run out of Costa Rica, has been shut down and its executives arrested to face U.S. charges of laundering $6 billion: http://on.cnn.com/16npxcs","2013-05-28 13:28:28",446,96,"No","link","http://on.cnn.com/16npxcs","http://www.facebook.com/5550296508/posts/10151674856586509"
"How to get a co-worker to stop slacking","Do you feel that your own performance slips when having to pick up the slack for a lazy co-worker? Does it cost you extra hours at the office? See some tips on how to get a slacker to pick up the pace: http://on.cnn.com/16nipNb","2013-05-28 13:00:01",230,44,"Yes","link","http://on.cnn.com/16nipNb","http://www.facebook.com/5550296508/posts/10151674704866509"
"[Photo]","A rare working model of the Apple 1, the tech giant's first desktop computer, was sold at an auction in Germany. Can you guess how much it sold for? How much would you bid? http://on.cnn.com/16ni2lI","2013-05-28 12:30:01",890,238,"Yes","photo","http://www.facebook.com/photo.php?fbid=10151674697036509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151674753726509"
"Doctors urged to address military kids' mental health","Many kids from military families see civilian doctors. With that in mind, the American Academy of Pediatrics is urging both military and civilian pediatricians to be alert of the effects a parent's deployment has on a child. Have you seen or experienced some of these effects firsthand? http://on.cnn.com/110H4hJ","2013-05-28 12:00:01",361,35,"Yes","link","http://on.cnn.com/110H4hJ","http://www.facebook.com/5550296508/posts/10151674682226509"
"Man plays guitar during brain surgery ","See why a team of surgeons at UCLA performed brain surgery on actor and musician Brad Carter while he played guitar. http://on.cnn.com/110vumD","2013-05-28 10:30:00",868,209,"No","video","http://on.cnn.com/110vumD","http://www.facebook.com/5550296508/posts/10151674518511509"
"Teen defaces Egyptian temple","The act has drawn ire in both Egypt and China -- generating a massive backlash amongst China's unforgiving netizens: http://on.cnn.com/16n3FxO","2013-05-28 10:00:01",339,114,"No","link","http://on.cnn.com/16n3FxO","http://www.facebook.com/5550296508/posts/10151674467486509"
"The latest on ""New Day"" – and Alicia Keys","New Day, our brand new morning show is coming to CNN on June 17. Check out the site at NewDayCNN.com, and the latest promo for “New Day” (featuring Alicia Keys). http://on.cnn.com/16mZQsx","2013-05-28 09:37:00",168,5,"No","link","http://on.cnn.com/16mZQsx","http://www.facebook.com/5550296508/posts/10151674457276509"
"Baby's teeth: What you should know","If you're a new parent, do you know when it's time for your little one to visit a dentist? A whopping 97% of parents don't, according to the American Academy of Pediatric Dentistry. http://on.cnn.com/16mZtOt","2013-05-28 09:03:38",260,107,"Yes","link","http://on.cnn.com/16mZtOt","http://www.facebook.com/5550296508/posts/10151674400976509"
"Trayvon Martin information barred","The judge at the George Zimmerman murder trial ruled the defense cannot bring up Trayvon Martin's text messages, his familiarity with guns, marijuana use or previous fights: http://on.cnn.com/110iGwE","2013-05-28 08:30:34",2104,122,"No","link","http://on.cnn.com/110iGwE","http://www.facebook.com/5550296508/posts/10151674337826509"
"EU opens door to arming Syrian rebels","For two years, Syrian rebels have begged the world to arm them as they try to overthrow a four-decade dynasty. Now, European Union countries may be stepping up to that call: http://on.cnn.com/10ZRkGS","2013-05-28 08:00:01",202,30,"No","link","http://on.cnn.com/10ZRkGS","http://www.facebook.com/5550296508/posts/10151673974876509"
"Newborn baby found inside sewer pipe ","The dramatic rescue began after cries were heard from a fourth-floor apartment toilet. http://on.cnn.com/10ZPjuc","2013-05-28 07:31:01",1493,1637,"No","video","http://on.cnn.com/10ZPjuc","http://www.facebook.com/5550296508/posts/10151673954106509"
"North Korea building ski resort","Would you ski in North Korea? North Korea is building what it calls a ""world-class"" ski resort: http://on.cnn.com/10ZO52m","2013-05-28 07:00:01",311,120,"Yes","link","http://on.cnn.com/10ZO52m","http://www.facebook.com/5550296508/posts/10151673940831509"
"Big month for Supreme Court","Four weeks. Four major legal rulings. What the Supreme Court decides by the end of June could fundamentally change lives and legacies on a range of politically explosive issues: http://on.cnn.com/10ZNJsk","2013-05-28 06:30:01",405,142,"No","link","http://on.cnn.com/10ZNJsk","http://www.facebook.com/5550296508/posts/10151673935461509"
"Mom: Teen bomb plot suspect has OCD","An Oregon teen accused of planning to bomb his high school suffers from a rare form of obsessive-compulsive disorder, his family says. http://on.cnn.com/10ZN8a7","2013-05-28 06:00:01",274,50,"No","link","http://on.cnn.com/10ZN8a7","http://www.facebook.com/5550296508/posts/10151673929601509"
"Cruise cut short after on-board fire","A Royal Caribbean cruise ship was diverted to a Bahamas port after an early morning fire sent guests to the decks with life jackets: http://on.cnn.com/16muNwM","2013-05-28 05:31:27",284,44,"No","link","http://on.cnn.com/16muNwM","http://www.facebook.com/5550296508/posts/10151674005701509"
"Family: Mom framed in Mexico pot bust","An Arizona mother of seven is being held in a Mexican jail, accused of smuggling about 12 pounds of marijuana. ""My biggest fear is that I will never get to see her again,"" her daughter said. http://on.cnn.com/16muzWv","2013-05-28 05:00:00",411,64,"No","link","http://on.cnn.com/16muzWv","http://www.facebook.com/5550296508/posts/10151673919311509"
"The return of Seaside Heights ","Seven months after Superstorm Sandy devastated the area, the boardwalk in Seaside Heights, New Jersey opened for the summer season. But they still have a lot to do. http://on.cnn.com/18nKyn2","2013-05-27 20:00:01",944,22,"No","video","http://on.cnn.com/18nKyn2","http://www.facebook.com/5550296508/posts/10151672692426509"
"Newest, biggest, baddest roller coasters for summer","Get ready to shred your vocal cords. Or just clench your jaw and hang on with white knuckles in terrified silence. With spectacular thrill rides debuting around the world, summer 2013 will go down as a year of major new roller coasters. http://on.cnn.com/18mQYTy","2013-05-27 19:00:00",806,227,"No","link","http://on.cnn.com/18mQYTy","http://www.facebook.com/5550296508/posts/10151672685296509"
"[Photo]","Planning your summer beach getaway? These top 25 beaches might provide some inspiration. http://on.cnn.com/18msLN9","2013-05-27 17:00:01",6251,1117,"Yes","photo","http://www.facebook.com/photo.php?fbid=10151672683161509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151673209076509"
"Bling, kebabs, cocktails: Guinness World Records moves to Dubai","The country has more than 100 world records to its name, so it's little wonder that Guinness has decided to open an office in Dubai: http://on.cnn.com/18mQs7X","2013-05-27 16:00:00",351,40,"No","link","http://on.cnn.com/18mQs7X","http://www.facebook.com/5550296508/posts/10151672681046509"
"Old rivals clash on Everest","Eighty-year-old Japanese national Yuichiro Miura just became the oldest climber to reach the summit of Everest.  But his old rival, veteran Nepali climber Min Bahadur Sherchan, 81, is acclimatizing at base camp, ready to reclaim the title. http://on.cnn.com/18mVgKu","2013-05-27 15:00:00",1249,53,"No","link","http://on.cnn.com/18mVgKu","http://www.facebook.com/5550296508/posts/10151672678456509"
"What we must give back to soldiers","To veterans and their families, Memorial Day is one of the most difficult and hallowed days of the year. A time to reflect on our fallen heroes and to think of survivors of wars gone by.  Lost, injured or home safe and sound, our military and veterans communities are facing grave challenges that deserve national attention, Paul Rieckhoff writes. http://on.cnn.com/18mUxJs","2013-05-27 14:00:01",1456,49,"No","link","http://on.cnn.com/18mUxJs","http://www.facebook.com/5550296508/posts/10151672676861509"
"Mysterious Teen Death ","In January, Kendrick Johnson was found dead in his high school gym. At first, it seemed accidental. But the autopsy report and the paramedics' report conflict. His parents don't think this was any accident. http://on.cnn.com/18mToBz","2013-05-27 13:00:01",753,94,"No","video","http://on.cnn.com/18mToBz","http://www.facebook.com/5550296508/posts/10151672675241509"
"Notre Dame quarterback suspended for 'poor academic judgment'","""I take full responsibility for my poor choices and will do all that is asked of me to regain the trust of my family, friends, teammates, coaches and the entire Notre Dame community,"" Everett Golson's statement said. http://on.cnn.com/18mxRJ5","2013-05-27 12:00:01",252,25,"No","link","http://on.cnn.com/18mxRJ5","http://www.facebook.com/5550296508/posts/10151672672796509"
"Police chief vows revenge after officer gunned down for no obvious reason","Bardstown Police Officer Jason Ellis was driving home from work around 2 a.m. Saturday when he noticed some debris on the road. When Ellis got out of his car to remove the debris, he was shot multiple times. http://on.cnn.com/15b5KYU","2013-05-27 11:00:01",484,120,"No","link","http://on.cnn.com/15b5KYU","http://www.facebook.com/5550296508/posts/10151671893091509"
"Home and Away: Iraq and Afghanistan War Casualties - CNN.com","Garden City, Nebraska. Lee, Maine. Moose Pass, Alaska: These are just some of the towns across the U.S. that have lost sons and daughters in Iraq and Afghanistan.   Find your hometown and remember the fallen this Memorial Day. http://on.cnn.com/18mv8j2","2013-05-27 10:00:00",263,31,"No","link","http://on.cnn.com/18mv8j2","http://www.facebook.com/5550296508/posts/10151671889236509"
"A compendium of grilling greatness","Achieve grilling greatness this Memorial Day with a little help from Eatocracy. From brilliant burgers and stellar sides to divine drinks and perfect picnics, master the art of outdoor dining through mouthwatering recipes and helpful tips. http://on.cnn.com/15bskRg","2013-05-27 09:30:00",142,14,"No","link","http://on.cnn.com/15bskRg","http://www.facebook.com/5550296508/posts/10151672078971509"
"Teachers' lessons in heroism and healing","Parents call them heroes, angels, saviors.  In Newtown, in Moore, any time a headline speaks of a hero teacher, the educators inevitably accept thanks and deflect the praise. Some lament that they couldn’t prevent students’ injuries or react before the first shot. The response is just part of the job, educators say.   But how long does awe last, and what comes after? http://on.cnn.com/18muodD","2013-05-27 09:00:01",721,58,"Yes","link","http://on.cnn.com/18muodD","http://www.facebook.com/5550296508/posts/10151671885581509"
"Ed Shaughnessy, drummer for ""The Tonight Show,"" dies at 84","""Every drummer has his story to tell of how kind and generous of spirit he was,"" Robyn Flans, a close friend of 30 years, said. ""He influenced so many people. He was the guy. He was on television every night reaching all those people. You always saw the smile behind the kit. That was my Eddie."" http://on.cnn.com/18mrVjl","2013-05-27 07:00:00",243,24,"No","link","http://on.cnn.com/18mrVjl","http://www.facebook.com/5550296508/posts/10151671864276509"
